Year	Vote from	Vote to	Point	Jury	Public
1984	Yugoslavia	Sweden	4		
1984	Yugoslavia	Turkey	10		
1985	Austria	Denmark	5		
1985	Austria	France	3		
1985	Austria	Great Britain	2		
1985	Austria	Ireland	10		
1985	Austria	Israel	7		
1985	Austria	Italy	6		
1985	Austria	Luxemburg	8		
1985	Austria	Norway	12		
1985	Austria	Sweden	4		
1985	Austria	Switzerland	1		
1985	Belgium	Austria	4		
1985	Belgium	Denmark	3		
1985	Belgium	Germany	10		
1985	Belgium	Great Britain	6		
1985	Belgium	Ireland	8		
1985	Belgium	Italy	2		
1985	Belgium	Norway	12		
1985	Belgium	Sweden	7		
1985	Belgium	Switzerland	5		
1985	Belgium	Turkey	1		
1985	Cyprus	Denmark	3		
1985	Cyprus	Finnland	6		
1985	Cyprus	France	4		
1985	Cyprus	Germany	12		
1985	Cyprus	Greek	8		
1985	Cyprus	Ireland	7		
1985	Cyprus	Israel	5		
1985	Cyprus	Italy	10		
1985	Cyprus	Spain	1		
1985	Cyprus	Switzerland	2		
1985	Denmark	Austria	7		
1985	Denmark	Germany	10		
1985	Denmark	Great Britain	5		
1985	Denmark	Ireland	3		
1985	Denmark	Israel	4		
1985	Denmark	Italy	1		
1985	Denmark	Luxemburg	2		
1985	Denmark	Norway	12		
1985	Denmark	Sweden	8		
1985	Denmark	Switzerland	6		
1985	Finnland	France	5		
1985	Finnland	Germany	10		
1985	Finnland	Great Britain	7		
1985	Finnland	Ireland	1		
1985	Finnland	Italy	6		
1985	Finnland	Norway	4		
1985	Finnland	Spain	8		
1985	Finnland	Sweden	12		
1985	Finnland	Switzerland	3		
1985	Finnland	Turkey	2		
1985	France	Austria	1		
1985	France	Denmark	10		
1985	France	Germany	8		
1985	France	Great Britain	6		
1985	France	Ireland	3		
1985	France	Israel	12		
1985	France	Italy	5		
1985	France	Luxemburg	4		
1985	France	Norway	2		
1985	France	Sweden	7		
1985	Germany	Austria	10		
1985	Germany	Denmark	6		
1985	Germany	Great Britain	5		
1985	Germany	Ireland	4		
1985	Germany	Israel	7		
1985	Germany	Luxemburg	3		
1985	Germany	Norway	12		
1985	Germany	Sweden	8		
1985	Germany	Switzerland	1		
1985	Germany	Turkey	2		
1985	Great Britain	Austria	10		
1985	Great Britain	Finnland	7		
1985	Great Britain	France	2		
1985	Great Britain	Germany	1		
1985	Great Britain	Ireland	3		
1985	Great Britain	Israel	5		
1985	Great Britain	Norway	12		
1985	Great Britain	Spain	4		
1985	Great Britain	Sweden	6		
1985	Great Britain	Turkey	8		
1985	Greek	Austria	5		
1985	Greek	Cyprus	8		
1985	Greek	Finnland	10		
1985	Greek	France	12		
1985	Greek	Great Britain	4		
1985	Greek	Israel	2		
1985	Greek	Norway	1		
1985	Greek	Portugal	7		
1985	Greek	Spain	6		
1985	Greek	Switzerland	3		
1985	Ireland	Austria	3		
1985	Ireland	Cyprus	1		
1985	Ireland	Finnland	6		
1985	Ireland	Germany	4		
1985	Ireland	Great Britain	5		
1985	Ireland	Israel	8		
1985	Ireland	Norway	12		
1985	Ireland	Spain	2		
1985	Ireland	Sweden	10		
1985	Ireland	Turkey	7		
1985	Israel	Austria	10		
1985	Israel	Finnland	1		
1985	Israel	France	3		
1985	Israel	Germany	7		
1985	Israel	Great Britain	2		
1985	Israel	Ireland	8		
1985	Israel	Italy	4		
1985	Israel	Luxemburg	5		
1985	Israel	Norway	12		
1985	Israel	Sweden	6		
1985	Italy	Cyprus	3		
1985	Italy	Denmark	2		
1985	Italy	Finnland	7		
1985	Italy	France	10		
1985	Italy	Great Britain	8		
1985	Italy	Ireland	12		
1985	Italy	Israel	5		
1985	Italy	Luxemburg	1		
1985	Italy	Norway	6		
1985	Italy	Sweden	4		
1985	Luxemburg	Austria	4		
1985	Luxemburg	France	3		
1985	Luxemburg	Germany	10		
1985	Luxemburg	Great Britain	8		
1985	Luxemburg	Israel	6		
1985	Luxemburg	Italy	12		
1985	Luxemburg	Norway	7		
1985	Luxemburg	Spain	1		
1985	Luxemburg	Sweden	5		
1985	Luxemburg	Switzerland	2		
1985	Norway	Austria	2		
1985	Norway	Denmark	6		
1985	Norway	Germany	8		
1985	Norway	Great Britain	7		
1985	Norway	Ireland	3		
1985	Norway	Israel	10		
1985	Norway	Luxemburg	4		
1985	Norway	Sweden	12		
1985	Norway	Switzerland	5		
1985	Norway	Turkey	1		
1985	Portugal	Denmark	1		
1985	Portugal	France	3		
1985	Portugal	Germany	7		
1985	Portugal	Great Britain	6		
1985	Portugal	Ireland	8		
1985	Portugal	Israel	5		
1985	Portugal	Italy	12		
1985	Portugal	Luxemburg	10		
1985	Portugal	Spain	2		
1985	Portugal	Switzerland	4		
1985	Spain	Finnland	6		
1985	Spain	Germany	10		
1985	Spain	Great Britain	5		
1985	Spain	Greek	7		
1985	Spain	Ireland	4		
1985	Spain	Israel	8		
1985	Spain	Italy	12		
1985	Spain	Norway	1		
1985	Spain	Sweden	2		
1985	Spain	Turkey	3		
1985	Sweden	Austria	3		
1985	Sweden	Denmark	5		
1985	Sweden	Finnland	10		
1985	Sweden	France	6		
1985	Sweden	Germany	8		
1985	Sweden	Great Britain	4		
1985	Sweden	Ireland	7		
1985	Sweden	Israel	2		
1985	Sweden	Norway	12		
1985	Sweden	Switzerland	1		
1985	Switzerland	Austria	1		
1985	Switzerland	Cyprus	3		
1985	Switzerland	Finnland	2		
1985	Switzerland	France	4		
1985	Switzerland	Great Britain	10		
1985	Switzerland	Ireland	5		
1985	Switzerland	Israel	7		
1985	Switzerland	Norway	6		
1985	Switzerland	Sweden	8		
1985	Switzerland	Turkey	12		
1985	Turkey	Belgium	7		
1985	Turkey	Finnland	3		
1985	Turkey	France	1		
1985	Turkey	Great Britain	10		
1985	Turkey	Ireland	5		
1985	Turkey	Italy	8		
1985	Turkey	Portugal	2		
1985	Turkey	Spain	12		
1985	Turkey	Sweden	4		
1985	Turkey	Switzerland	6		
1986	Austria	Belgium	6		
1986	Austria	Germany	8		
1986	Austria	Great Britain	3		
1986	Austria	Ireland	12		
1986	Austria	Luxemburg	10		
1986	Austria	Spain	7		
1986	Austria	Sweden	5		
1986	Austria	Switzerland	4		
1986	Austria	Turkey	2		
1986	Austria	Yugoslavia	1		
1986	Belgium	Austria	1		
1986	Belgium	Finnland	8		
1986	Belgium	Germany	7		
1986	Belgium	Ireland	2		
1986	Belgium	Luxemburg	10		
1986	Belgium	Norway	5		
1986	Belgium	Spain	3		
1986	Belgium	Switzerland	12		
1986	Belgium	Turkey	6		
1986	Belgium	Yugoslavia	4		
1986	Cyprus	Belgium	10		
1986	Cyprus	Denmark	7		
1986	Cyprus	Finnland	3		
1986	Cyprus	Great Britain	2		
1986	Cyprus	Iceland	4		
1986	Cyprus	Luxemburg	8		
1986	Cyprus	Netherlands	1		
1986	Cyprus	Norway	6		
1986	Cyprus	Switzerland	5		
1986	Cyprus	Yugoslavia	12		
1986	Denmark	Belgium	10		
1986	Denmark	Germany	7		
1986	Denmark	Great Britain	8		
1986	Denmark	Ireland	12		
1986	Denmark	Luxemburg	2		
1986	Denmark	Norway	5		
1986	Denmark	Portugal	1		
1986	Denmark	Spain	3		
1986	Denmark	Sweden	6		
1986	Denmark	Switzerland	4		
1986	Finnland	Austria	6		
1986	Finnland	Belgium	12		
1986	Finnland	Germany	2		
1986	Finnland	Great Britain	10		
1986	Finnland	Ireland	8		
1986	Finnland	Luxemburg	4		
1986	Finnland	Netherlands	3		
1986	Finnland	Spain	1		
1986	Finnland	Sweden	5		
1986	Finnland	Switzerland	7		
1986	France	Belgium	12		
1986	France	Denmark	5		
1986	France	Great Britain	10		
1986	France	Ireland	3		
1986	France	Israel	1		
1986	France	Luxemburg	8		
1986	France	Norway	4		
1986	France	Spain	6		
1986	France	Sweden	2		
1986	France	Switzerland	7		
1986	Germany	Austria	2		
1986	Germany	Belgium	1		
1986	Germany	Denmark	7		
1986	Germany	Finnland	3		
1986	Germany	Great Britain	5		
1986	Germany	Luxemburg	12		
1986	Germany	Netherlands	10		
1986	Germany	Norway	6		
1986	Germany	Sweden	4		
1986	Germany	Turkey	8		
1986	Great Britain	Belgium	10		
1986	Great Britain	Denmark	6		
1986	Great Britain	Germany	12		
1986	Great Britain	Luxemburg	8		
1986	Great Britain	Portugal	4		
1986	Great Britain	Spain	1		
1986	Great Britain	Sweden	3		
1986	Great Britain	Switzerland	5		
1986	Great Britain	Turkey	2		
1986	Great Britain	Yugoslavia	7		
1986	Iceland	Belgium	10		
1986	Iceland	Denmark	7		
1986	Iceland	Finnland	6		
1986	Iceland	Ireland	8		
1986	Iceland	Luxemburg	1		
1986	Iceland	Norway	4		
1986	Iceland	Spain	2		
1986	Iceland	Sweden	12		
1986	Iceland	Switzerland	3		
1986	Iceland	Yugoslavia	5		
1986	Ireland	Austria	2		
1986	Ireland	Belgium	12		
1986	Ireland	Cyprus	1		
1986	Ireland	Denmark	4		
1986	Ireland	Germany	8		
1986	Ireland	Luxemburg	7		
1986	Ireland	Norway	6		
1986	Ireland	Spain	5		
1986	Ireland	Switzerland	10		
1986	Ireland	Yugoslavia	3		
1986	Israel	Belgium	5		
1986	Israel	Denmark	10		
1986	Israel	Great Britain	2		
1986	Israel	Ireland	6		
1986	Israel	Luxemburg	4		
1986	Israel	Netherlands	8		
1986	Israel	Portugal	7		
1986	Israel	Switzerland	12		
1986	Israel	Turkey	3		
1986	Israel	Yugoslavia	1		
1986	Luxemburg	Belgium	10		
1986	Luxemburg	Germany	8		
1986	Luxemburg	Great Britain	4		
1986	Luxemburg	Ireland	3		
1986	Luxemburg	Netherlands	1		
1986	Luxemburg	Spain	7		
1986	Luxemburg	Sweden	5		
1986	Luxemburg	Switzerland	12		
1986	Luxemburg	Turkey	6		
1986	Luxemburg	Yugoslavia	2		
1986	Netherlands	Belgium	10		
1986	Netherlands	Denmark	4		
1986	Netherlands	Finnland	1		
1986	Netherlands	Iceland	5		
1986	Netherlands	Luxemburg	8		
1986	Netherlands	Norway	2		
1986	Netherlands	Sweden	3		
1986	Netherlands	Switzerland	12		
1986	Netherlands	Turkey	6		
1986	Netherlands	Yugoslavia	7		
1986	Norway	Belgium	8		
1986	Norway	Denmark	10		
1986	Norway	France	3		
1986	Norway	Great Britain	6		
1986	Norway	Ireland	2		
1986	Norway	Israel	1		
1986	Norway	Luxemburg	12		
1986	Norway	Portugal	4		
1986	Norway	Sweden	7		
1986	Norway	Switzerland	5		
1986	Portugal	Austria	1		
1986	Portugal	Belgium	12		
1986	Portugal	Denmark	5		
1986	Portugal	Germany	4		
1986	Portugal	Great Britain	2		
1986	Portugal	Ireland	8		
1986	Portugal	Luxemburg	6		
1986	Portugal	Netherlands	7		
1986	Portugal	Spain	3		
1986	Portugal	Switzerland	10		
1986	Spain	Belgium	10		
1986	Spain	Denmark	5		
1986	Spain	Great Britain	2		
1986	Spain	Iceland	6		
1986	Spain	Ireland	12		
1986	Spain	Netherlands	1		
1986	Spain	Portugal	8		
1986	Spain	Sweden	7		
1986	Spain	Switzerland	4		
1986	Spain	Yugoslavia	3		
1986	Sweden	Belgium	6		
1986	Sweden	Denmark	4		
1986	Sweden	France	3		
1986	Sweden	Germany	5		
1986	Sweden	Great Britain	8		
1986	Sweden	Iceland	2		
1986	Sweden	Ireland	7		
1986	Sweden	Luxemburg	10		
1986	Sweden	Switzerland	12		
1986	Sweden	Yugoslavia	1		
1986	Switzerland	Belgium	10		
1986	Switzerland	Denmark	3		
1986	Switzerland	France	7		
1986	Switzerland	Great Britain	4		
1986	Switzerland	Israel	5		
1986	Switzerland	Luxemburg	2		
1986	Switzerland	Norway	6		
1986	Switzerland	Spain	1		
1986	Switzerland	Sweden	12		
1986	Switzerland	Turkey	8		
1986	Turkey	Belgium	12		
1986	Turkey	Finnland	1		
1986	Turkey	Great Britain	6		
1986	Turkey	Iceland	2		
1986	Turkey	Ireland	5		
1986	Turkey	Netherlands	7		
1986	Turkey	Portugal	4		
1986	Turkey	Spain	8		
1986	Turkey	Switzerland	10		
1986	Turkey	Yugoslavia	3		
1986	Yugoslavia	Belgium	10		
1986	Yugoslavia	Cyprus	3		
1986	Yugoslavia	Germany	1		
1986	Yugoslavia	Ireland	8		
1986	Yugoslavia	Luxemburg	5		
1986	Yugoslavia	Netherlands	2		
1986	Yugoslavia	Spain	4		
1986	Yugoslavia	Sweden	7		
1986	Yugoslavia	Switzerland	6		
1986	Yugoslavia	Turkey	12		
1987	Austria	Belgium	3		
1987	Austria	Denmark	7		
1987	Austria	Germany	10		
1987	Austria	Great Britain	5		
1987	Austria	Ireland	12		
1987	Austria	Israel	1		
1987	Austria	Italy	6		
1987	Austria	Netherlands	2		
1987	Austria	Norway	4		
1987	Austria	Yugoslavia	8		
1987	Belgium	Germany	10		
1987	Belgium	Great Britain	3		
1987	Belgium	Greek	2		
1987	Belgium	Iceland	4		
1987	Belgium	Ireland	12		
1987	Belgium	Israel	6		
1987	Belgium	Italy	5		
1987	Belgium	Norway	7		
1987	Belgium	Sweden	1		
1987	Belgium	Yugoslavia	8		
1987	Cyprus	Belgium	5		
1987	Cyprus	Germany	6		
1987	Cyprus	Great Britain	2		
1987	Cyprus	Greek	12		
1987	Cyprus	Ireland	8		
1987	Cyprus	Italy	1		
1987	Cyprus	Norway	3		
1987	Cyprus	Sweden	7		
1987	Cyprus	Switzerland	4		
1987	Cyprus	Yugoslavia	10		
1987	Denmark	Cyprus	10		
1987	Denmark	Germany	12		
1987	Denmark	Great Britain	4		
1987	Denmark	Greek	6		
1987	Denmark	Ireland	5		
1987	Denmark	Netherlands	2		
1987	Denmark	Norway	3		
1987	Denmark	Sweden	7		
1987	Denmark	Switzerland	1		
1987	Denmark	Yugoslavia	8		
1987	Finnland	Belgium	3		
1987	Finnland	Cyprus	6		
1987	Finnland	Denmark	8		
1987	Finnland	Germany	10		
1987	Finnland	Great Britain	1		
1987	Finnland	Ireland	12		
1987	Finnland	Israel	7		
1987	Finnland	Italy	4		
1987	Finnland	Netherlands	2		
1987	Finnland	Norway	5		
1987	France	Cyprus	5		
1987	France	Denmark	8		
1987	France	Germany	6		
1987	France	Greek	7		
1987	France	Ireland	1		
1987	France	Israel	10		
1987	France	Netherlands	12		
1987	France	Norway	4		
1987	France	Sweden	3		
1987	France	Yugoslavia	2		
1987	Germany	Belgium	4		
1987	Germany	Cyprus	3		
1987	Germany	Finnland	1		
1987	Germany	France	5		
1987	Germany	Iceland	10		
1987	Germany	Ireland	6		
1987	Germany	Israel	8		
1987	Germany	Italy	12		
1987	Germany	Norway	7		
1987	Germany	Portugal	2		
1987	Great Britain	Belgium	8		
1987	Great Britain	Cyprus	6		
1987	Great Britain	Denmark	7		
1987	Great Britain	Germany	10		
1987	Great Britain	Greek	5		
1987	Great Britain	Ireland	12		
1987	Great Britain	Israel	4		
1987	Great Britain	Italy	1		
1987	Great Britain	Luxemburg	2		
1987	Great Britain	Netherlands	3		
1987	Greek	Austria	7		
1987	Greek	Cyprus	12		
1987	Greek	Denmark	8		
1987	Greek	Finnland	1		
1987	Greek	France	4		
1987	Greek	Iceland	6		
1987	Greek	Netherlands	3		
1987	Greek	Portugal	5		
1987	Greek	Spain	10		
1987	Greek	Yugoslavia	2		
1987	Iceland	Cyprus	6		
1987	Iceland	Denmark	7		
1987	Iceland	France	4		
1987	Iceland	Germany	12		
1987	Iceland	Greek	1		
1987	Iceland	Israel	5		
1987	Iceland	Italy	3		
1987	Iceland	Sweden	8		
1987	Iceland	Switzerland	2		
1987	Iceland	Yugoslavia	10		
1987	Ireland	Cyprus	8		
1987	Ireland	Denmark	4		
1987	Ireland	France	10		
1987	Ireland	Germany	7		
1987	Ireland	Great Britain	3		
1987	Ireland	Israel	5		
1987	Ireland	Italy	12		
1987	Ireland	Netherlands	6		
1987	Ireland	Norway	2		
1987	Ireland	Yugoslavia	1		
1987	Israel	Belgium	2		
1987	Israel	Denmark	6		
1987	Israel	Germany	8		
1987	Israel	Great Britain	10		
1987	Israel	Ireland	4		
1987	Israel	Italy	3		
1987	Israel	Netherlands	5		
1987	Israel	Sweden	12		
1987	Israel	Switzerland	1		
1987	Israel	Yugoslavia	7		
1987	Italy	Austria	1		
1987	Italy	Belgium	6		
1987	Italy	Denmark	2		
1987	Italy	France	5		
1987	Italy	Germany	4		
1987	Italy	Greek	8		
1987	Italy	Ireland	12		
1987	Italy	Netherlands	10		
1987	Italy	Norway	7		
1987	Italy	Sweden	3		
1987	Luxemburg	Belgium	5		
1987	Luxemburg	Finnland	2		
1987	Luxemburg	France	12		
1987	Luxemburg	Germany	6		
1987	Luxemburg	Great Britain	1		
1987	Luxemburg	Greek	7		
1987	Luxemburg	Ireland	10		
1987	Luxemburg	Italy	4		
1987	Luxemburg	Netherlands	8		
1987	Luxemburg	Switzerland	3		
1987	Netherlands	Cyprus	2		
1987	Netherlands	Denmark	6		
1987	Netherlands	Finnland	8		
1987	Netherlands	France	1		
1987	Netherlands	Germany	10		
1987	Netherlands	Greek	5		
1987	Netherlands	Ireland	12		
1987	Netherlands	Israel	3		
1987	Netherlands	Norway	4		
1987	Netherlands	Switzerland	7		
1987	Norway	Belgium	5		
1987	Norway	Cyprus	6		
1987	Norway	Denmark	7		
1987	Norway	Finnland	10		
1987	Norway	France	1		
1987	Norway	Germany	3		
1987	Norway	Iceland	4		
1987	Norway	Ireland	8		
1987	Norway	Israel	2		
1987	Norway	Yugoslavia	12		
1987	Portugal	Denmark	1		
1987	Portugal	Finnland	4		
1987	Portugal	Germany	5		
1987	Portugal	Great Britain	3		
1987	Portugal	Ireland	8		
1987	Portugal	Israel	10		
1987	Portugal	Italy	12		
1987	Portugal	Luxemburg	2		
1987	Portugal	Sweden	7		
1987	Portugal	Yugoslavia	6		
1987	Spain	Belgium	7		
1987	Spain	Finnland	2		
1987	Spain	Germany	1		
1987	Spain	Iceland	4		
1987	Spain	Ireland	10		
1987	Spain	Italy	12		
1987	Spain	Netherlands	5		
1987	Spain	Norway	3		
1987	Spain	Portugal	8		
1987	Spain	Yugoslavia	6		
1987	Sweden	Cyprus	2		
1987	Sweden	Denmark	8		
1987	Sweden	Finnland	3		
1987	Sweden	Germany	7		
1987	Sweden	Great Britain	5		
1987	Sweden	Greek	6		
1987	Sweden	Ireland	12		
1987	Sweden	Israel	4		
1987	Sweden	Italy	1		
1987	Sweden	Norway	10		
1987	Switzerland	Cyprus	4		
1987	Switzerland	Denmark	3		
1987	Switzerland	France	2		
1987	Switzerland	Germany	1		
1987	Switzerland	Great Britain	5		
1987	Switzerland	Ireland	12		
1987	Switzerland	Israel	8		
1987	Switzerland	Italy	7		
1987	Switzerland	Netherlands	10		
1987	Switzerland	Norway	6		
1987	Turkey	Belgium	4		
1987	Turkey	Denmark	1		
1987	Turkey	Germany	6		
1987	Turkey	Great Britain	3		
1987	Turkey	Ireland	10		
1987	Turkey	Italy	8		
1987	Turkey	Netherlands	7		
1987	Turkey	Sweden	2		
1987	Turkey	Switzerland	5		
1987	Turkey	Yugoslavia	12		
1987	Yugoslavia	Belgium	4		
1987	Yugoslavia	Cyprus	10		
1987	Yugoslavia	Finnland	1		
1987	Yugoslavia	Germany	7		
1987	Yugoslavia	Great Britain	2		
1987	Yugoslavia	Greek	5		
1987	Yugoslavia	Ireland	6		
1987	Yugoslavia	Italy	12		
1987	Yugoslavia	Netherlands	8		
1987	Yugoslavia	Switzerland	3		
1988	Austria	Denmark	12		
1988	Austria	France	7		
1988	Austria	Great Britain	10		
1988	Austria	Ireland	6		
1988	Austria	Israel	2		
1988	Austria	Italy	5		
1988	Austria	Luxemburg	1		
1988	Austria	Norway	3		
1988	Austria	Spain	8		
1988	Austria	Yugoslavia	4		
1988	Belgium	Denmark	7		
1988	Belgium	France	2		
1988	Belgium	Great Britain	12		
1988	Belgium	Ireland	5		
1988	Belgium	Israel	10		
1988	Belgium	Luxemburg	8		
1988	Belgium	Norway	3		
1988	Belgium	Spain	6		
1988	Belgium	Sweden	1		
1988	Belgium	Switzerland	4		
1988	Denmark	France	3		
1988	Denmark	Germany	6		
1988	Denmark	Great Britain	10		
1988	Denmark	Iceland	4		
1988	Denmark	Ireland	7		
1988	Denmark	Luxemburg	2		
1988	Denmark	Norway	5		
1988	Denmark	Spain	1		
1988	Denmark	Sweden	8		
1988	Denmark	Yugoslavia	12		
1988	Finnland	Denmark	4		
1988	Finnland	France	3		
1988	Finnland	Great Britain	10		
1988	Finnland	Ireland	2		
1988	Finnland	Israel	6		
1988	Finnland	Italy	8		
1988	Finnland	Luxemburg	12		
1988	Finnland	Norway	7		
1988	Finnland	Switzerland	5		
1988	Finnland	Yugoslavia	1		
1988	France	Belgium	5		
1988	France	Denmark	12		
1988	France	Greek	7		
1988	France	Iceland	2		
1988	France	Ireland	4		
1988	France	Israel	10		
1988	France	Italy	8		
1988	France	Switzerland	1		
1988	France	Turkey	6		
1988	France	Yugoslavia	3		
1988	Germany	Denmark	4		
1988	Germany	France	3		
1988	Germany	Great Britain	10		
1988	Germany	Ireland	7		
1988	Germany	Israel	5		
1988	Germany	Italy	2		
1988	Germany	Netherlands	6		
1988	Germany	Norway	1		
1988	Germany	Switzerland	12		
1988	Germany	Turkey	8		
1988	Great Britain	Germany	5		
1988	Great Britain	Ireland	3		
1988	Great Britain	Israel	4		
1988	Great Britain	Luxemburg	7		
1988	Great Britain	Netherlands	6		
1988	Great Britain	Norway	12		
1988	Great Britain	Sweden	2		
1988	Great Britain	Switzerland	10		
1988	Great Britain	Turkey	1		
1988	Great Britain	Yugoslavia	8		
1988	Greek	France	5		
1988	Greek	Great Britain	6		
1988	Greek	Israel	3		
1988	Greek	Luxemburg	2		
1988	Greek	Netherlands	12		
1988	Greek	Norway	7		
1988	Greek	Portugal	1		
1988	Greek	Spain	8		
1988	Greek	Switzerland	10		
1988	Greek	Yugoslavia	4		
1988	Iceland	Denmark	10		
1988	Iceland	Germany	8		
1988	Iceland	Great Britain	1		
1988	Iceland	Israel	6		
1988	Iceland	Luxemburg	4		
1988	Iceland	Norway	5		
1988	Iceland	Spain	2		
1988	Iceland	Sweden	3		
1988	Iceland	Switzerland	7		
1988	Iceland	Yugoslavia	12		
1988	Ireland	Denmark	4		
1988	Ireland	Germany	6		
1988	Ireland	Great Britain	7		
1988	Ireland	Israel	1		
1988	Ireland	Luxemburg	12		
1988	Ireland	Netherlands	2		
1988	Ireland	Norway	8		
1988	Ireland	Sweden	5		
1988	Ireland	Switzerland	10		
1988	Ireland	Yugoslavia	3		
1988	Israel	Denmark	6		
1988	Israel	Finnland	3		
1988	Israel	Germany	5		
1988	Israel	Great Britain	10		
1988	Israel	Netherlands	7		
1988	Israel	Norway	1		
1988	Israel	Spain	2		
1988	Israel	Switzerland	4		
1988	Israel	Turkey	8		
1988	Israel	Yugoslavia	12		
1988	Italy	Great Britain	12		
1988	Italy	Iceland	1		
1988	Italy	Israel	3		
1988	Italy	Luxemburg	2		
1988	Italy	Netherlands	5		
1988	Italy	Norway	4		
1988	Italy	Spain	8		
1988	Italy	Sweden	10		
1988	Italy	Switzerland	7		
1988	Italy	Yugoslavia	6		
1988	Luxemburg	France	10		
1988	Luxemburg	Great Britain	8		
1988	Luxemburg	Israel	5		
1988	Luxemburg	Italy	2		
1988	Luxemburg	Netherlands	12		
1988	Luxemburg	Spain	6		
1988	Luxemburg	Sweden	3		
1988	Luxemburg	Switzerland	1		
1988	Luxemburg	Turkey	4		
1988	Luxemburg	Yugoslavia	7		
1988	Netherlands	Denmark	12		
1988	Netherlands	France	2		
1988	Netherlands	Iceland	4		
1988	Netherlands	Ireland	6		
1988	Netherlands	Israel	3		
1988	Netherlands	Luxemburg	5		
1988	Netherlands	Norway	7		
1988	Netherlands	Sweden	8		
1988	Netherlands	Switzerland	10		
1988	Netherlands	Turkey	1		
1988	Norway	Denmark	10		
1988	Norway	France	1		
1988	Norway	Germany	4		
1988	Norway	Great Britain	5		
1988	Norway	Ireland	7		
1988	Norway	Italy	3		
1988	Norway	Luxemburg	6		
1988	Norway	Spain	2		
1988	Norway	Sweden	12		
1988	Norway	Switzerland	8		
1988	Portugal	Denmark	6		
1988	Portugal	France	1		
1988	Portugal	Germany	2		
1988	Portugal	Great Britain	3		
1988	Portugal	Iceland	8		
1988	Portugal	Ireland	5		
1988	Portugal	Israel	10		
1988	Portugal	Luxemburg	4		
1988	Portugal	Norway	7		
1988	Portugal	Switzerland	12		
